timestamps,0
1712143737,5160.0
1712143738,5160.0
1712143739,5160.0
1712143740,5160.0
1712143741,5160.0
1712143742,5160.0
1712143743,5160.0
1712143744,5160.0
1712143745,5160.0
1712143746,5160.0
1712143747,5160.0
1712143748,5160.0
1712143749,5160.0
1712143750,5160.0
1712143751,5160.0
1712143752,5160.0
1712143753,5160.0
1712143754,5160.0
1712143755,5160.0
1712143756,5160.0
1712143757,5160.0
1712143758,5160.0
1712143759,5160.0
1712143760,5160.0
1712143761,5160.0
1712143762,5160.0
1712143763,5160.0
1712143764,5160.0
1712143765,5160.0
1712143766,5160.0
1712143767,5160.0
1712143768,5160.0
1712143769,5160.0
1712143770,5160.0
1712143771,5160.0
1712143772,5160.0
1712143773,5160.0
1712143774,5160.0
1712143775,5160.0
1712143776,5160.0
1712143777,5160.0
1712143778,5160.0
1712143779,5160.0
1712143780,5160.0
1712143781,5160.0
1712143782,5160.0
1712143783,5160.0
1712143784,5160.0
1712143785,5160.0
1712143786,5160.0
1712143787,5160.0
1712143788,5160.0
1712143789,5160.0
1712143790,5160.0
1712143791,5160.0
1712143792,5160.0
1712143793,5160.0
1712143794,5160.0
1712143795,5160.0
1712143796,5160.0
1712143797,5160.0
1712143798,5160.0
1712143799,5160.0
1712143800,5160.0
1712143801,5160.0
1712143802,5160.0
1712143803,5160.0
1712143804,5160.0
1712143805,5160.0
1712143806,5160.0
1712143807,5160.0
1712143808,5160.0
1712143809,5160.0
1712143810,5160.0
1712143811,5160.0
1712143812,5160.0
1712143813,5160.0
1712143814,5160.0
1712143815,5160.0
1712143816,5160.0
1712143817,5160.0
1712143818,5160.0
1712143819,5160.0
1712143820,5160.0
1712143821,5160.0
1712143822,5160.0
1712143823,5160.0
1712143824,5160.0
1712143825,5160.0
1712143826,5160.0
1712143827,5160.0
1712143828,5160.0
1712143829,5160.0
1712143830,5160.0
1712143831,5160.0
1712143832,5160.0
1712143833,5160.0
1712143834,5160.0
1712143835,5160.0
1712143836,5160.0
1712143837,5160.0
1712143838,5160.0
1712143839,5160.0
1712143840,5160.0
1712143841,5160.0
1712143842,5160.0
1712143843,5160.0
1712143844,5160.0
1712143845,5160.0
1712143846,5160.0
1712143847,5160.0
1712143848,5160.0
1712143849,5160.0
1712143850,5160.0
1712143851,5160.0
1712143852,5160.0
1712143853,5160.0
1712143854,5160.0
1712143855,5160.0
1712143856,5160.0
1712143857,5160.0
1712143858,5160.0
1712143859,5160.0
1712143860,5160.0
1712143861,5160.0
1712143862,5160.0
1712143863,5160.0
1712143864,5160.0
1712143865,5160.0
1712143866,5160.0
1712143867,5160.0
1712143868,5160.0
1712143869,5160.0
1712143870,5160.0
1712143871,5160.0
1712143872,5160.0
1712143873,5160.0
1712143874,5160.0
1712143875,5160.0
1712143876,5160.0
1712143877,5160.0
1712143878,5160.0
1712143879,5160.0
1712143880,5160.0
1712143881,5160.0
1712143882,5160.0
1712143883,5160.0
1712143884,5160.0
1712143885,5160.0
1712143886,5160.0
1712143887,5160.0
1712143888,5160.0
1712143889,5160.0
1712143890,5160.0
1712143891,5160.0
1712143892,5160.0
1712143893,5160.0
1712143894,5160.0
1712143895,5160.0
1712143896,5160.0
1712143897,5160.0
1712143898,5160.0
1712143899,5160.0
1712143900,5160.0
1712143901,5160.0
1712143902,5160.0
1712143903,5160.0
1712143904,5160.0
1712143905,5160.0
1712143906,5160.0
1712143907,5160.0
1712143908,5160.0
1712143909,5160.0
1712143910,5160.0
1712143911,5160.0
1712143912,5160.0
1712143913,5160.0
1712143914,5160.0
1712143915,5160.0
1712143916,5160.0
1712143917,5160.0
1712143918,5160.0
1712143919,5160.0
1712143920,5160.0
1712143921,5160.0
1712143922,5160.0
1712143923,5160.0
1712143924,5160.0
1712143925,5160.0
1712143926,5160.0
1712143927,5160.0
1712143928,5160.0
1712143929,5160.0
1712143930,5160.0
1712143931,5160.0
1712143932,5160.0
1712143933,5160.0
1712143934,5160.0
1712143935,5160.0
1712143936,5160.0
1712143937,5160.0
1712143938,5160.0
1712143939,5160.0
1712143940,5160.0
1712143941,5160.0
1712143942,5160.0
1712143943,5160.0
1712143944,5160.0
1712143945,5160.0
1712143946,5160.0
1712143947,5160.0
1712143948,5160.0
1712143949,5160.0
1712143950,5160.0
1712143951,5160.0
1712143952,5160.0
