Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1705572966,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1705573026,10,GET,/api/v1/foodservice/foods/2024-01-19/Shang%20Hai/Su%20Zhou/D1345,4.000000,0.000000,0,0,0,0,0,0,0,0,0,153,0,32,81.88840300696933,22.95559924095869,2317.529048770666,826.0
1705573026,10,GET,/api/v1/stationservice/stations,0.100000,0.000000,34,7300,7300,7300,7300,7300,7300,7300,7300,9,0,19,1633.7310056616034,6.484354846179485,7308.756621554494,705.0
1705573026,10,GET,/api/v1/trainservice/trains,0.100000,0.000000,24,48,49,49,49,49,49,49,49,9,0,22,26.281975157972838,12.333183083683252,49.36269065365195,567.0
1705573026,10,POST,/api/v1/travelplanservice/travelPlan/cheapest,4.000000,0.000000,0,0,0,0,0,0,0,0,0,154,0,750.0,801.1286593338644,213.2472423836589,7387.502026278526,417.0
1705573026,10,,Aggregated,8.200000,0.000000,140,820,950,1200,2300,6500,7300,7400,7400,325,0,140.0,464.13186469186957,6.484354846179485,7387.502026278526,621.6738461538462
1705573086,31,GET,/api/v1/foodservice/foods/2024-01-19/Shang%20Hai/Su%20Zhou/D1345,18.100000,0.000000,50,65,75,85,130,160,180,200,200,856,0,49,57.92982189124015,20.728985778987408,2317.529048770666,826.0
1705573086,31,GET,/api/v1/stationservice/stations,0.500000,0.000000,8,10,10,14,14,14,14,14,14,27,0,9,550.1938723027706,5.060820374637842,7308.756621554494,705.0
1705573086,31,GET,/api/v1/trainservice/trains,0.500000,0.000000,20,24,25,26,26,26,26,26,26,27,0,20,22.65110335968159,12.333183083683252,49.36269065365195,567.0
1705573086,31,POST,/api/v1/travelplanservice/travelPlan/cheapest,18.100000,0.000000,480,590,660,720,770,820,890,1300,1300,857,0,480.0,563.9020023082874,213.2472423836589,7387.502026278526,417.0
1705573086,31,,Aggregated,37.200000,0.000000,110,500,590,660,730,770,790,960,1300,1767,0,130.0,310.31055906054894,5.060820374637842,7387.502026278526,621.8273910582909
