Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1707131669,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1707131729,100,GET,/api/v1/foodservice/foods/2024-02-06/Shang%20Hai/Su%20Zhou/D1345,87.200000,0.000000,18,19,21,23,29,35,230,240,250,4752,0,18,19.598985442547566,13.54745589196682,246.0965570062399,826.0
1707131729,100,GET,/api/v1/stationservice/stations,0.000000,0.000000,5,6,6,15,24,230,230,230,230,100,0,5,7.659720010124147,3.4052771516144276,228.71547006070614,705.0
1707131729,100,GET,/api/v1/trainservice/trains,0.000000,0.000000,8,14,17,24,220,230,230,230,230,100,0,8,14.298947569914162,4.521319177001715,228.47194829955697,567.0
1707131729,100,POST,/api/v1/travelplanservice/travelPlan/cheapest,87.400000,0.000000,190,220,410,420,610,620,640,1200,1500,4755,0,190.0,239.00912646106303,167.45966114103794,1547.313362825662,417.0
1707131729,100,,Aggregated,174.600000,0.000000,29,200,220,400,420,610,620,870,1500,9707,0,29,126.90003522234929,3.4052771516144276,1547.313362825662,621.7355516637479
1707131789,100,GET,/api/v1/foodservice/foods/2024-02-06/Shang%20Hai/Su%20Zhou/D1345,84.500000,0.000000,17,19,20,22,26,29,34,230,240,10035,0,17,18.713067904556485,13.54745589196682,246.0965570062399,826.0
1707131789,100,GET,/api/v1/stationservice/stations,0.000000,0.000000,0,0,0,0,0,0,0,0,0,100,0,5,7.659720010124147,3.4052771516144276,228.71547006070614,705.0
1707131789,100,GET,/api/v1/trainservice/trains,0.000000,0.000000,0,0,0,0,0,0,0,0,0,100,0,8,14.298947569914162,4.521319177001715,228.47194829955697,567.0
1707131789,100,POST,/api/v1/travelplanservice/travelPlan/cheapest,84.400000,0.000000,190,220,400,420,610,630,820,1400,5200,10036,0,190.0,240.86494820182992,164.67393888160586,5196.886123158038,417.0
1707131789,100,,Aggregated,168.900000,0.000000,170,190,220,400,420,610,630,1200,5200,20271,0,32,128.62227434925722,3.4052771516144276,5196.886123158038,621.6329732129643
1707131849,100,GET,/api/v1/foodservice/foods/2024-02-06/Shang%20Hai/Su%20Zhou/D1345,92.800000,0.000000,17,18,20,22,27,34,230,240,450,15330,0,17,18.81312206879608,13.252543285489082,452.6009722612798,826.0
1707131849,100,GET,/api/v1/stationservice/stations,0.000000,0.000000,0,0,0,0,0,0,0,0,0,100,0,5,7.659720010124147,3.4052771516144276,228.71547006070614,705.0
1707131849,100,GET,/api/v1/trainservice/trains,0.000000,0.000000,0,0,0,0,0,0,0,0,0,100,0,8,14.298947569914162,4.521319177001715,228.47194829955697,567.0
1707131849,100,POST,/api/v1/travelplanservice/travelPlan/cheapest,92.800000,0.000000,190,200,400,410,430,620,630,1200,5200,15331,0,190.0,235.749080915187,163.92192989587784,5196.886123158038,417.0
1707131849,100,,Aggregated,185.600000,0.000000,170,190,210,400,410,430,620,850,5200,30861,0,38,126.53090267921907,3.4052771516144276,5196.886123158038,621.5873432487606
1707131909,365,GET,/api/v1/foodservice/foods/2024-02-06/Shang%20Hai/Su%20Zhou/D1345,321.300000,0.000000,19,23,29,39,140,220,230,310,1000,30473,0,18,22.185953909017364,13.252543285489082,1035.814514849335,826.0
1707131909,365,GET,/api/v1/stationservice/stations,0.800000,0.000000,5,6,7,9,41,160,210,210,210,448,0,5,7.962969657715543,3.3951071090996265,228.71547006070614,705.0
1707131909,365,GET,/api/v1/trainservice/trains,0.800000,0.000000,7,9,11,14,52,180,220,220,220,448,0,7,11.740154667807344,4.521319177001715,228.47194829955697,567.0
1707131909,365,POST,/api/v1/travelplanservice/travelPlan/cheapest,321.400000,0.000000,430,790,900,990,1100,1200,1300,2000,5400,30474,0,210.0,372.4924345585147,163.92192989587784,5394.168424420059,417.0
1707131909,365,,Aggregated,644.300000,0.000000,140,610,780,900,1000,1100,1200,1500,5400,61843,0,140.0,194.62564920691906,3.3951071090996265,5394.168424420059,621.7067736041266
1707131969,332,GET,/api/v1/foodservice/foods/2024-02-06/Shang%20Hai/Su%20Zhou/D1345,296.300000,0.000000,18,21,26,36,150,230,230,430,1100,47005,0,18,23.581285731722915,13.252543285489082,1056.517526973039,826.0
1707131969,332,GET,/api/v1/stationservice/stations,0.900000,0.000000,5,6,6,6,9,9,9,9,9,492,0,5,7.7198979972929855,3.3951071090996265,228.71547006070614,705.0
1707131969,332,GET,/api/v1/trainservice/trains,0.900000,0.000000,7,9,10,11,130,130,130,130,130,492,0,7,11.622214174026821,4.521319177001715,228.47194829955697,567.0
1707131969,332,POST,/api/v1/travelplanservice/travelPlan/cheapest,296.000000,0.000000,210,400,440,610,920,2300,5300,46000,57000,47013,0,210.0,383.9205428030539,163.92192989587784,56532.25906472653,417.0
1707131969,332,,Aggregated,594.100000,0.000000,180,220,400,440,620,930,2300,21000,57000,95002,0,170.0,201.75586970598405,3.3951071090996265,56532.25906472653,621.6329656217764
1707132029,282,GET,/api/v1/foodservice/foods/2024-02-06/Shang%20Hai/Su%20Zhou/D1345,250.400000,0.000000,18,20,23,31,140,220,230,320,1000,62805,0,18,23.640831532225935,13.163720723241568,1056.517526973039,826.0
