Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-02-28/Shang%20Hai/Su%20Zhou/D1345,40447,0,20,27.40458851057497,14.511559158563614,5643.310798332095,826.0,136.44084407496223,0.0,20,23,26,31,41,220,240,2000,5600
GET,/api/v1/stationservice/stations,372,0,5,5.837241613296091,3.332325257360935,206.28121867775917,705.0,1.2548766038491346,0.0,5,6,6,8,18,24,37,210,210
GET,/api/v1/trainservice/trains,372,0,7,11.221069807527206,4.299873486161232,1013.2606085389853,567.0,1.2548766038491346,0.0,7,8,12,13,18,25,220,1000,1000
POST,/api/v1/travelplanservice/travelPlan/cheapest,40458,3,200.0,254.8327517472528,35.30759271234274,53658.49566180259,416.9690790449355,136.47795064120507,0.010119972611686569,200,230,400,420,550,660,1200,6000,54000
,Aggregated,81649,3,170.0,139.92581113701485,3.332325257360935,53658.49566180259,621.5892540018862,275.42854792386555,0.010119972611686569,170,200,230,400,440,600,730,3900,54000
