Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-01-21/Shang%20Hai/Su%20Zhou/D1345,390395,0,21,26.455537363578184,14.637048356235027,1271.20222710073,826.0,147.97322107689325,0.0,21,24,31,51,80,130,230,440,1300
GET,/api/v1/stationservice/stations,2869,0,5,7.646189207252038,3.116820938885212,1029.247044119984,705.0,1.0874503292040285,0.0,5,6,11,25,43,52,58,84,1000
GET,/api/v1/trainservice/trains,2869,0,6,6.8572661360617335,4.443124867975712,215.83017893135548,567.0,1.0874503292040285,0.0,6,7,8,10,14,17,20,42,220
POST,/api/v1/travelplanservice/travelPlan/cheapest,390468,0,230.0,341.4497787800566,166.31498001515865,5012.803879100829,417.0,148.0008906042658,0.0,230,410,630,870,1200,1600,2100,3700,5000
,Aggregated,786601,0,160.0,182.6782983280281,3.116820938885212,5012.803879100829,621.5867943213904,298.1490123395671,0.0,160,250,410,620,940,1200,1600,2800,5000
