Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-01-22/Shang%20Hai/Su%20Zhou/D1345,3601,0,20,37.61288848175659,15.189583878964186,1040.9529372118413,826.0,20.411869173547412,0.0,20,23,31,230,230,240,280,460,1000
GET,/api/v1/stationservice/stations,85,0,5,5.974259205600795,3.3664251677691936,23.29065091907978,705.0,0.4818130740770703,0.0,5,5,10,19,21,23,23,23,23
GET,/api/v1/trainservice/trains,85,0,12,14.296655954026123,5.094640888273716,137.91433395817876,567.0,0.4818130740770703,0.0,12,18,21,22,130,140,140,140,140
POST,/api/v1/travelplanservice/travelPlan/cheapest,3609,0,280.0,334.38323834669967,169.14723999798298,1432.8149897046387,417.0,20.457216286401724,0.0,280,420,600,630,810,840,1000,1400,1400
,Aggregated,7380,0,180.0,182.1078789166142,3.3664251677691936,1432.8149897046387,621.6123306233062,41.83271160810328,0.0,180,390,420,600,650,810,840,1200,1400
