Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-01-21/Shang%20Hai/Su%20Zhou/D1345,4004,0,20,24.025318053942712,15.07440721616149,313.16520832479,826.0,22.704325183671056,0.0,20,22,24,32,130,140,170,230,310
GET,/api/v1/stationservice/stations,85,0,4,4.977538918747621,3.5761771723628044,17.821045126765966,705.0,0.48198492522778213,0.0,4,5,6,7,17,18,18,18,18
GET,/api/v1/trainservice/trains,85,0,9,11.112255027846379,5.125433672219515,25.889439042657614,567.0,0.48198492522778213,0.0,9,16,19,20,23,26,26,26,26
POST,/api/v1/travelplanservice/travelPlan/cheapest,4009,0,200.0,212.41257600191247,169.23090489581227,1247.7843519300222,417.0,22.73267723809622,0.0,200,210,250,330,410,420,470,610,1200
,Aggregated,8183,0,130.0,115.98766016926729,3.5761771723628044,1247.7843519300222,621.6762800928755,46.40097227222284,0.0,130,200,210,250,390,410,420,550,1200
