Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-02-28/Shang%20Hai/Su%20Zhou/D1345,69824,39,24,38.02758623463817,2.3354440927505493,15494.836213998497,825.6263319202567,146.49435473118575,0.081824012295432,24,32,40,51,73,89,140,3100,15000
GET,/api/v1/stationservice/stations,639,1,5,20.404290168871157,3.025980666279793,3052.183018065989,704.1424100156495,1.3406549706866937,0.002098051597318769,5,7,10,18,36,320,580,3100,3100
GET,/api/v1/trainservice/trains,639,0,7,8.684397498743262,4.039770923554897,58.57913941144943,567.0,1.3406549706866937,0.0,7,10,12,15,24,31,47,59,59
POST,/api/v1/travelplanservice/travelPlan/cheapest,69982,142,230.0,300.79366091018863,2.3105042055249214,15907.034331932664,416.3153953873853,146.82584688356212,0.29792332681926526,230,320,410,480,610,770,1100,7600,16000
,Aggregated,141084,182,93,168.15491360100225,2.3105042055249214,15907.034331932664,620.8739261716424,296.0015115561213,0.381845390712016,93,250,320,410,510,630,820,7500,16000
