Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-02-28/Shang%20Hai/Su%20Zhou/D1345,15854,0,21,21.224954612146615,14.344505965709686,234.45655405521393,826.0,89.97446925268561,0.0,21,23,24,26,31,35,38,220,230
GET,/api/v1/stationservice/stations,100,0,5,5.4923363495618105,3.071061335504055,17.761019058525562,705.0,0.5675190441067592,0.0,5,6,8,15,17,18,18,18,18
GET,/api/v1/trainservice/trains,100,0,8,8.685197615996003,4.288563504815102,22.25414477288723,567.0,0.5675190441067592,0.0,8,12,13,15,17,22,22,22,22
POST,/api/v1/travelplanservice/travelPlan/cheapest,15855,0,200.0,203.58666938975412,168.93856786191463,449.33393131941557,417.0,89.98014444312668,0.0,200,210,220,220,240,400,410,420,450
,Aggregated,31909,0,37,111.74856081331535,3.071061335504055,449.33393131941557,621.5844745996427,181.0896517840258,0.0,37,200,210,220,220,240,400,420,450
