Method,Name,Error,Occurrences
POST,/api/v1/travelplanservice/travelPlan/cheapest,"""HTTPError('403 Client Error: Forbidden for url: /api/v1/travelplanservice/travelPlan/cheapest')""",5
GET,/api/v1/trainservice/trains,"""HTTPError('502 Server Error: Bad Gateway for url: /api/v1/trainservice/trains')""",75
