Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-02-28/Shang%20Hai/Su%20Zhou/D1345,53373,0,22,26.312796376923917,14.293787069618702,1778.221876360476,826.0,149.69192428844906,0.0,22,27,32,42,59,75,130,620,1800
GET,/api/v1/stationservice/stations,487,0,6,47.73784472819349,3.3321045339107513,1022.9856939986348,705.0,1.3658585263799055,0.0,6,13,26,390,560,990,990,1000,1000
GET,/api/v1/trainservice/trains,487,0,7,23.314436226394754,4.933440126478672,496.69574946165085,567.0,1.3658585263799055,0.0,7,12,21,90,320,370,440,500,500
POST,/api/v1/travelplanservice/travelPlan/cheapest,53386,0,210.0,263.81370138922773,172.38416988402605,10253.633697517216,417.0,149.72838457765428,0.0,210,270,350,420,550,690,1000,8900,10000
,Aggregated,107733,0,84,144.08726763587532,3.3321045339107513,10253.633697517216,621.6064158614353,302.15202591886316,0.0,84,220,270,350,450,560,720,1700,10000
