Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1705636955,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1705637015,10,GET,/api/v1/foodservice/foods/2024-01-20/Shang%20Hai/Su%20Zhou/D1345,6.800000,0.000000,19,21,23,24,30,43,53,69,69,275,0,19,20.09432638572021,15.089772175997496,69.18077683076262,826.0
1705637015,10,GET,/api/v1/stationservice/stations,0.100000,0.000000,5,5,6,6,6,6,6,6,6,9,0,5,7.611846654779381,4.189853090792894,28.682988602668047,705.0
1705637015,10,GET,/api/v1/trainservice/trains,0.100000,0.000000,20,23,25,25,25,25,25,25,25,9,0,20,20.035424166255527,12.469536159187555,31.968542374670506,567.0
1705637015,10,POST,/api/v1/travelplanservice/travelPlan/cheapest,6.900000,0.000000,200,220,250,410,420,470,470,500,500,275,0,200.0,218.22480549697173,173.34867594763637,614.1486470587552,417.0
1705637015,10,,Aggregated,13.900000,0.000000,29,210,220,250,410,430,470,610,610,568,0,28,115.82145546677745,4.189853090792894,614.1486470587552,621.9595070422536
1705637075,31,GET,/api/v1/foodservice/foods/2024-01-20/Shang%20Hai/Su%20Zhou/D1345,21.100000,0.000000,18,19,20,23,28,41,130,130,130,1213,0,18,19.399491185207236,14.65449808165431,134.78438835591078,826.0
1705637075,31,GET,/api/v1/stationservice/stations,0.500000,0.000000,5,6,6,6,6,6,6,6,6,27,0,5,5.755174197946434,3.8754791021347046,28.682988602668047,705.0
1705637075,31,GET,/api/v1/trainservice/trains,0.400000,0.000000,20,21,32,140,140,140,140,140,140,27,0,20,24.161727391873246,12.469536159187555,144.58664692938328,567.0
1705637075,31,POST,/api/v1/travelplanservice/travelPlan/cheapest,21.300000,0.000000,190,210,230,390,410,420,600,630,630,1214,0,190.0,209.68864838588104,158.7365991435945,633.166478946805,417.0
1705637075,31,,Aggregated,43.300000,0.000000,29,190,200,230,400,410,420,610,630,2481,0,29,112.41489653004479,3.8754791021347046,633.166478946805,621.733172108021
1705637135,96,GET,/api/v1/foodservice/foods/2024-01-20/Shang%20Hai/Su%20Zhou/D1345,64.800000,0.000000,18,19,22,27,50,130,140,150,170,3960,0,18,20.093450278532927,14.36304533854127,168.36223611608148,826.0
1705637135,96,GET,/api/v1/stationservice/stations,1.600000,0.000000,4,5,6,7,8,14,14,14,14,84,0,4,5.017430987209082,3.517224919050932,28.682988602668047,705.0
1705637135,96,GET,/api/v1/trainservice/trains,1.600000,0.000000,6,12,14,15,15,140,140,140,140,84,0,9,14.825822763322364,5.3380439057946205,144.58664692938328,567.0
1705637135,96,POST,/api/v1/travelplanservice/travelPlan/cheapest,64.800000,0.000000,190,230,360,400,420,510,580,1200,1300,3965,0,190.0,219.3397029660041,158.7365991435945,1262.2078461572528,417.0
1705637135,96,,Aggregated,132.800000,0.000000,50,200,230,350,400,420,500,1200,1300,8093,0,39,117.49892730486114,3.517224919050932,1262.2078461572528,621.6746571110837
1705637195,100,GET,/api/v1/foodservice/foods/2024-01-20/Shang%20Hai/Su%20Zhou/D1345,89.400000,0.000000,17,19,20,24,29,33,40,70,240,9274,0,18,19.044070775396296,14.244644436985254,236.21906014159322,826.0
1705637195,100,GET,/api/v1/stationservice/stations,0.000000,0.000000,4,5,5,11,11,11,11,11,11,100,0,4,4.997443296015263,3.517224919050932,28.682988602668047,705.0
