value
10030.210018157959
13800.132989883423
15371.994972229004
4440.710783004761
8875.364780426025
3371.320962905884
3137.3465061187744
3272.8426456451416
3112.515449523926
3172.247886657715
3171.5540885925293
3292.5541400909424
2825.939893722534
3246.3598251342773
3180.856466293335
3096.557855606079
3104.1831970214844
3282.6571464538574
3249.0291595458984
3273.393154144287
3180.4733276367188
3390.5341625213623
3156.2068462371826
2886.183023452759
3111.5221977233887
3137.69793510437
3227.052688598633
3161.963701248169
3063.157558441162
3112.964391708374
3106.3592433929443
3123.6789226531982
3189.465045928955
3078.195571899414
3146.8188762664795
3240.0219440460205
3100.9888648986816
3171.4696884155273
3143.380880355835
3266.201972961426
3083.8122367858887
3163.5115146636963
3095.583915710449
3162.7542972564697
3131.221055984497
3165.135383605957
3161.5378856658936
3182.255268096924
3101.041555404663
3148.5276222229004
3077.831506729126
3118.1318759918213
2749.7198581695557
3098.8967418670654
3080.552339553833
3104.7348976135254
3186.988353729248
3147.343873977661
3186.9611740112305
3202.023983001709
3061.383008956909
3079.6566009521484
3107.8784465789795
3155.7981967926025
3089.276075363159
3089.6193981170654
3172.8951930999756
3130.9986114501953
3137.035131454468
3158.707618713379
3108.7307929992676
3073.585271835327
3043.444871902466
3107.4743270874023
3173.769474029541
3077.1403312683105
3103.480815887451
3027.4829864501953
3068.0763721466064
3057.8362941741943
3138.181447982788
3155.040740966797
3258.531332015991
3069.519281387329
3121.5617656707764
3137.087345123291
3082.130193710327
3101.372718811035
3057.201385498047
3112.66827583313
3038.7613773345947
3084.5072269439697
3158.409357070923
3137.9079818725586
3123.2261657714844
3162.874698638916
3203.536033630371
3113.9824390411377
3004.646062850952
3118.9486980438232
3190.098285675049
3139.2533779144287
3225.710153579712
3217.165231704712
3121.499538421631
3219.16127204895
3144.956350326538
3191.8489933013916
3219.454288482666
3234.2326641082764
3265.5422687530518
3216.325283050537
3184.614419937134
3134.176254272461
3119.232177734375
10917.184591293335
21030.811548233032
13519.811391830444
8964.11395072937
3083.3444595336914
3277.1155834198
3124.5648860931396
3188.8833045959473
3122.43914604187
3387.868881225586
3106.665849685669
3217.3070907592773
3179.811954498291
2897.156238555908
3181.5738677978516
3198.826789855957
3235.8322143554688
3261.655807495117
3195.9221363067627
3215.8055305480957
3138.399839401245
3407.6313972473145
3199.9216079711914
3183.4049224853516
3146.9359397888184
3208.3146572113037
3198.4705924987793
3312.4661445617676
2862.730026245117
3247.3196983337402
3135.4644298553467
3232.234239578247
3172.281265258789
3290.8411026000977
3194.8628425598145
3238.952398300171
3141.0980224609375
3247.7684020996094
2869.661331176758
2942.1944618225098
3111.6833686828613
3214.0583992004395
3116.6107654571533
3282.6106548309326
3171.2303161621094
3193.2942867279053
3147.9954719543457
3125.180721282959
3344.224214553833
3148.76127243042
2993.610143661499
3050.812244415283
3091.449737548828
3256.8814754486084
3138.38529586792
3167.3130989074707
3267.7807807922363
3145.7531452178955
3109.017848968506
2839.998960494995
3027.2884368896484
3100.1291275024414
3185.5788230895996
3050.0500202178955
2880.9149265289307
3186.089515686035
3426.7687797546387
3189.6603107452393
3349.1811752319336
2905.0519466400146
3211.930990219116
2814.523696899414
3231.7023277282715
3086.193561553955
3398.925304412842
3075.6001472473145
3206.406354904175
3111.527681350708
3164.3571853637695
2795.1061725616455
3041.8150424957275
3016.134262084961
3059.1273307800293
3154.9131870269775
3073.13871383667
3119.256019592285
3011.7480754852295
3130.7084560394287
3145.6151008605957
3121.8714714050293
3063.106060028076
3067.62957572937
3457.9851627349854
3103.2180786132812
3143.6381340026855
3105.3807735443115
2786.836624145508
3160.747289657593
3129.2521953582764
3066.955327987671
3173.572301864624
3084.8729610443115
2786.3543033599854
3087.1171951293945
3059.7610473632812
3173.6509799957275
3040.8143997192383
3084.3305587768555
3107.567310333252
3080.6257724761963
3007.7197551727295
3029.2484760284424
3169.3592071533203
2742.5384521484375
12345.893383026123
19303.49111557007
13182.801723480225
8761.009216308594
3057.3291778564453
3041.278123855591
3088.134765625
3090.3854370117188
3131.617307662964
3089.7927284240723
3072.0553398132324
3136.9099617004395
