Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,80%,90%,95%,98%,99%,99.5%,99.9%,100%
GET,/api/v1/foodservice/foods/2024-03-28/Shang%20Hai/Su%20Zhou/D1345,194542,0,24,26.759893195295465,15.753013081848621,1499.1481360048056,826.0,85.43782893563755,0.0,24,28,32,38,47,59,92,240,1500
GET,/api/v1/stationservice/stations,100,0,7,11.011867392808199,4.224893637001514,70.88592369109392,705.0,0.04391742088373593,0.0,7,10,29,41,71,71,71,71,71
GET,/api/v1/trainservice/trains,100,0,10,14.984663613140583,5.829709582030773,75.16623754054308,567.0,0.04391742088373593,0.0,10,15,21,60,70,75,75,75,75
POST,/api/v1/travelplanservice/travelPlan/cheapest,194542,0,250.0,267.12390610140807,189.2271526157856,5459.541568532586,417.0,85.43782893563755,0.0,250,270,320,450,470,510,650,760,5500
,Aggregated,389284,0,210.0,146.8730842672185,4.224893637001514,5459.541568532586,621.5074495740898,170.96349271304257,0.0,210,250,270,320,450,470,510,690,5500
